"common_name","scientific_name","wlab_taxon_id","wlab_scientificname","risk_assessed","wlab_review","wlab_review_reason","migration","garnett_movement","feeding_guild","trophic_level","primary_lifestyle","foraging_stratum","habitat_breadth","iucn_status","epbc_status","nsw_status","rez","n_checklists_rez","n_positive_rez","sufficient","seasonality_index","amplitude_link","peak_doy","peak_date","prob_seasonal","is_seasonal","window_start_doy","window_end_doy","window_start_date","window_end_date","window_wraps","mean_abund","se_abund","range_masked_in_rez","n_train_total","dev_expl","run_date"
"Golden-headed Cisticola","Cisticola exilis","u525c","Cisticola exilis exilis",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",5,"LC","not listed","not listed","central_west",3969,127,TRUE,0.609401787983093,0.940075838079715,11,"11 Jan",1,TRUE,291,71,"18 Oct","12 Mar",TRUE,0.463829443903492,0.0747422597131888,FALSE,334105,0.581703412903791,"2026-07-03"
"Golden-headed Cisticola","Cisticola exilis","u525c","Cisticola exilis exilis",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",5,"LC","not listed","not listed","new_england",3785,163,TRUE,0.609935395827382,0.941442901852515,11,"11 Jan",1,TRUE,292,72,"19 Oct","13 Mar",TRUE,0.237559411335391,0.10527073932522,FALSE,334105,0.581703412903791,"2026-07-03"
"Golden-headed Cisticola","Cisticola exilis","u525c","Cisticola exilis exilis",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",5,"LC","not listed","not listed","south_west",1553,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0815669810217435,0.141769728409699,FALSE,334105,0.581703412903791,"2026-07-03"
"White-winged Chough","Corcorax melanorhamphos","u693a","Corcorax melanorhamphos melanorhamphos",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Omnivore","Terrestrial","ground",2,"LC","not listed","not listed","statewide",324802,22520,TRUE,0.161621885669723,0.176286069846872,158,"07 Jun",0,FALSE,NA,NA,NA,NA,FALSE,0.915470090817471,0.0750962463597389,FALSE,334105,0.49549921029593,"2026-07-03"
"White-winged Chough","Corcorax melanorhamphos","u693a","Corcorax melanorhamphos melanorhamphos",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Omnivore","Terrestrial","ground",2,"LC","not listed","not listed","central_west",3969,751,TRUE,0.163475236967299,0.178499155846141,161,"10 Jun",0,FALSE,NA,NA,NA,NA,FALSE,1.71064214275727,0.0555676818316583,FALSE,334105,0.49549921029593,"2026-07-03"
"White-winged Chough","Corcorax melanorhamphos","u693a","Corcorax melanorhamphos melanorhamphos",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Omnivore","Terrestrial","ground",2,"LC","not listed","not listed","new_england",3782,244,TRUE,0.163675353827482,0.178738408536834,167,"16 Jun",0,FALSE,NA,NA,NA,NA,FALSE,0.739699321219547,0.0817355103587747,FALSE,334105,0.49549921029593,"2026-07-03"
"White-winged Chough","Corcorax melanorhamphos","u693a","Corcorax melanorhamphos melanorhamphos",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Omnivore","Terrestrial","ground",2,"LC","not listed","not listed","south_west",1552,142,TRUE,0.162956550808552,0.177879299216975,159,"08 Jun",0,FALSE,NA,NA,NA,NA,FALSE,0.977972270010328,0.0782927985612006,FALSE,334105,0.49549921029593,"2026-07-03"
"Black-shouldered Kite","Elanus axillaris","u232","Elanus axillaris",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic;irruptive","Vertivore","Carnivore","Aerial","ground",3,"LC","not listed","not listed","statewide",324802,11107,TRUE,0.576981557118302,0.86033950069318,187,"06 Jul",1,TRUE,97,269,"07 Apr","26 Sep",FALSE,0.225990888266654,0.0713272288722347,FALSE,334105,0.285012973684548,"2026-07-03"
"Black-shouldered Kite","Elanus axillaris","u232","Elanus axillaris",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic;irruptive","Vertivore","Carnivore","Aerial","ground",3,"LC","not listed","not listed","central_west",3971,257,TRUE,0.576353014286076,0.858854751401512,184,"03 Jul",1,TRUE,98,268,"08 Apr","25 Sep",FALSE,0.25384702673414,0.0612700340155885,FALSE,334105,0.285012973684548,"2026-07-03"
"Black-shouldered Kite","Elanus axillaris","u232","Elanus axillaris",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic;irruptive","Vertivore","Carnivore","Aerial","ground",3,"LC","not listed","not listed","new_england",3781,149,TRUE,0.576900796083694,0.860148602807622,186,"05 Jul",1,TRUE,97,269,"07 Apr","26 Sep",FALSE,0.0681949042585923,0.102910218544429,FALSE,334105,0.285012973684548,"2026-07-03"
"Black-shouldered Kite","Elanus axillaris","u232","Elanus axillaris",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic;irruptive","Vertivore","Carnivore","Aerial","ground",3,"LC","not listed","not listed","south_west",1551,108,TRUE,0.577907926949232,0.862531806159725,183,"02 Jul",1,TRUE,97,269,"07 Apr","26 Sep",FALSE,0.343438010178317,0.0657832314780681,FALSE,334105,0.285012973684548,"2026-07-03"
"Tree Martin","Petrochelidon nigricans",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","mid-high",6,"LC","not listed","not listed","statewide",324769,17417,TRUE,0.632005085240407,0.999686159496745,11,"11 Jan",1,TRUE,292,100,"19 Oct","10 Apr",TRUE,3.81636825884284,0.0896845032551273,FALSE,334073,0.20448243566483,"2026-07-03"
"Tree Martin","Petrochelidon nigricans",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","mid-high",6,"LC","not listed","not listed","central_west",3968,305,TRUE,0.632206360736045,1.0002332609692,12,"12 Jan",1,TRUE,291,101,"18 Oct","11 Apr",TRUE,1.35047962233788,0.0698275715407226,FALSE,334073,0.20448243566483,"2026-07-03"
"Tree Martin","Petrochelidon nigricans",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","mid-high",6,"LC","not listed","not listed","new_england",3778,230,TRUE,0.631375279434739,0.997976169893072,13,"13 Jan",1,TRUE,291,101,"18 Oct","11 Apr",TRUE,0.930454736089945,0.0685103416381967,FALSE,334073,0.20448243566483,"2026-07-03"
"Tree Martin","Petrochelidon nigricans",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","mid-high",6,"LC","not listed","not listed","south_west",1558,255,TRUE,0.632364629303475,1.00066367251873,12,"12 Jan",1,TRUE,291,100,"18 Oct","10 Apr",TRUE,3.34358644031864,0.0970953248965752,FALSE,334073,0.20448243566483,"2026-07-03"
"Scaly-breasted Lorikeet","Trichoglossus chlorolepidotus","u256","Trichoglossus chlorolepidotus",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Nectarivore","Herbivore","Insessorial","understory",3,"LC","not listed","not listed","statewide",324812,21742,TRUE,0.49703302826522,0.687230773593388,145,"25 May",0.436,FALSE,NA,NA,NA,NA,FALSE,0.0959692141584119,0.0770857857196012,FALSE,334103,0.608354090333894,"2026-07-03"
"Scaly-breasted Lorikeet","Trichoglossus chlorolepidotus","u256","Trichoglossus chlorolepidotus",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Nectarivore","Herbivore","Insessorial","understory",3,"LC","not listed","not listed","central_west",3969,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334103,0.608354090333894,"2026-07-03"
"Scaly-breasted Lorikeet","Trichoglossus chlorolepidotus","u256","Trichoglossus chlorolepidotus",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Nectarivore","Herbivore","Insessorial","understory",3,"LC","not listed","not listed","new_england",3780,10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334103,0.608354090333894,"2026-07-03"
"Scaly-breasted Lorikeet","Trichoglossus chlorolepidotus","u256","Trichoglossus chlorolepidotus",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Nectarivore","Herbivore","Insessorial","understory",3,"LC","not listed","not listed","south_west",1542,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334103,0.608354090333894,"2026-07-03"
"Channel-billed Cuckoo","Scythrops novaehollandiae","u348","Scythrops novaehollandiae novaehollandiae",TRUE,FALSE,NA,"Migratory","local dispersal;partial migrant","Frugivore","Omnivore","Insessorial","mid-high",5,"LC","not listed","not listed","statewide",324803,10977,TRUE,0.999770493243363,8.37957808821199,299,"26 Oct",1,TRUE,265,32,"22 Sep","01 Feb",TRUE,0.0692672672500427,0.100392711743597,FALSE,334105,0.56295868688101,"2026-07-03"
"Channel-billed Cuckoo","Scythrops novaehollandiae","u348","Scythrops novaehollandiae novaehollandiae",TRUE,FALSE,NA,"Migratory","local dispersal;partial migrant","Frugivore","Omnivore","Insessorial","mid-high",5,"LC","not listed","not listed","central_west",3965,22,TRUE,0.999799565727035,8.51502418059701,297,"24 Oct",1,TRUE,264,27,"21 Sep","27 Jan",TRUE,0.0644332167739545,0.0859835123103691,FALSE,334105,0.56295868688101,"2026-07-03"
"Channel-billed Cuckoo","Scythrops novaehollandiae","u348","Scythrops novaehollandiae novaehollandiae",TRUE,FALSE,NA,"Migratory","local dispersal;partial migrant","Frugivore","Omnivore","Insessorial","mid-high",5,"LC","not listed","not listed","new_england",3779,37,TRUE,0.999769034364371,8.37324162201876,298,"25 Oct",1,TRUE,265,32,"22 Sep","01 Feb",TRUE,0.0664032460177667,0.0940541164806834,FALSE,334105,0.56295868688101,"2026-07-03"
"Channel-billed Cuckoo","Scythrops novaehollandiae","u348","Scythrops novaehollandiae novaehollandiae",TRUE,FALSE,NA,"Migratory","local dispersal;partial migrant","Frugivore","Omnivore","Insessorial","mid-high",5,"LC","not listed","not listed","south_west",1558,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.56295868688101,"2026-07-03"
"Black-fronted Dotterel","Thinornis melanops","u144","Elseyornis melanops",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Aquatic predator","Carnivore","Terrestrial","ground",3,"LC","not listed","not listed","statewide",324813,12579,TRUE,0.39785332498304,0.507254217142658,82,"23 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.312508966048796,0.0959225720003348,FALSE,334105,0.355507961036604,"2026-07-03"
"Black-fronted Dotterel","Thinornis melanops","u144","Elseyornis melanops",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Aquatic predator","Carnivore","Terrestrial","ground",3,"LC","not listed","not listed","central_west",3969,269,TRUE,0.395641555359873,0.503587805679023,79,"20 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.228013435465352,0.0747707997517389,FALSE,334105,0.355507961036604,"2026-07-03"
"Black-fronted Dotterel","Thinornis melanops","u144","Elseyornis melanops",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Aquatic predator","Carnivore","Terrestrial","ground",3,"LC","not listed","not listed","new_england",3779,222,TRUE,0.396752219793519,0.505427254207793,81,"22 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.129780074279945,0.116993358871547,FALSE,334105,0.355507961036604,"2026-07-03"
"Black-fronted Dotterel","Thinornis melanops","u144","Elseyornis melanops",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Aquatic predator","Carnivore","Terrestrial","ground",3,"LC","not listed","not listed","south_west",1544,41,TRUE,0.396145364347797,0.504421779462856,85,"26 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.227377133314435,0.103238065437046,FALSE,334105,0.355507961036604,"2026-07-03"
"Superb Lyrebird","Menura novaehollandiae","u350a;u350b;u350c","Menura novaehollandiae edwardi;Menura novaehollandiae novaehollandiae;Menura novaehollandiae victoriae",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",4,"LC","not listed","not listed","statewide",324794,9973,TRUE,0.602599915143281,0.922811735334703,167,"16 Jun",1,TRUE,120,220,"30 Apr","08 Aug",FALSE,0.162812633999181,0.147457574666923,FALSE,334105,0.63370919511558,"2026-07-03"
"Superb Lyrebird","Menura novaehollandiae","u350a;u350b;u350c","Menura novaehollandiae edwardi;Menura novaehollandiae novaehollandiae;Menura novaehollandiae victoriae",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",4,"LC","not listed","not listed","central_west",3971,40,TRUE,0.602207646471846,0.921825134647073,167,"16 Jun",1,TRUE,120,220,"30 Apr","08 Aug",FALSE,0.0196203187961764,0.16390398547591,FALSE,334105,0.63370919511558,"2026-07-03"
"Superb Lyrebird","Menura novaehollandiae","u350a;u350b;u350c","Menura novaehollandiae edwardi;Menura novaehollandiae novaehollandiae;Menura novaehollandiae victoriae",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",4,"LC","not listed","not listed","new_england",3781,15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.202565283903398,0.115614799527176,FALSE,334105,0.63370919511558,"2026-07-03"
"Superb Lyrebird","Menura novaehollandiae","u350a;u350b;u350c","Menura novaehollandiae edwardi;Menura novaehollandiae novaehollandiae;Menura novaehollandiae victoriae",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",4,"LC","not listed","not listed","south_west",1559,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.63370919511558,"2026-07-03"
"Fairy Martin","Petrochelidon ariel","u360","Petrochelidon ariel",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","aerial",2,"LC","not listed","not listed","statewide",324800,12636,TRUE,0.934063771860526,2.71906724437779,269,"26 Sep",1,TRUE,232,38,"20 Aug","07 Feb",TRUE,3.2730500028844,0.108510005030493,FALSE,334101,0.33583810039577,"2026-07-03"
"Fairy Martin","Petrochelidon ariel","u360","Petrochelidon ariel",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","aerial",2,"LC","not listed","not listed","central_west",3969,238,TRUE,0.934415004001078,2.72440832872102,267,"24 Sep",1,TRUE,232,38,"20 Aug","07 Feb",TRUE,1.29488555319164,0.0833689176945556,FALSE,334101,0.33583810039577,"2026-07-03"
"Fairy Martin","Petrochelidon ariel","u360","Petrochelidon ariel",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","aerial",2,"LC","not listed","not listed","new_england",3781,141,TRUE,0.943954062350345,2.88158360934919,345,"11 Dec",1,TRUE,237,45,"25 Aug","14 Feb",TRUE,0.836467927992158,0.10926751743031,FALSE,334101,0.33583810039577,"2026-07-03"
"Fairy Martin","Petrochelidon ariel","u360","Petrochelidon ariel",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","aerial",2,"LC","not listed","not listed","south_west",1551,86,TRUE,0.934265909142149,2.72213760134146,268,"25 Sep",1,TRUE,232,38,"20 Aug","07 Feb",TRUE,1.46344775377496,0.117678385101844,FALSE,334101,0.33583810039577,"2026-07-03"
"Peaceful Dove","Geopelia placida","u30c","Geopelia placida placida",TRUE,FALSE,NA,"Sedentary","local dispersal","Granivore","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","statewide",324800,19248,TRUE,0.319296590337642,0.384628589487805,48,"17 Feb",0,FALSE,NA,NA,NA,NA,FALSE,0.54419497892842,0.091607075709547,FALSE,334105,0.434256848910843,"2026-07-03"
"Peaceful Dove","Geopelia placida","u30c","Geopelia placida placida",TRUE,FALSE,NA,"Sedentary","local dispersal","Granivore","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","central_west",3968,651,TRUE,0.317838772489021,0.382489245102649,44,"13 Feb",0,FALSE,NA,NA,NA,NA,FALSE,0.483780918943862,0.0550105105643729,FALSE,334105,0.434256848910843,"2026-07-03"
"Peaceful Dove","Geopelia placida","u30c","Geopelia placida placida",TRUE,FALSE,NA,"Sedentary","local dispersal","Granivore","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","new_england",3778,115,TRUE,0.317378895198695,0.381815324731843,44,"13 Feb",0,FALSE,NA,NA,NA,NA,FALSE,0.043525316733628,0.137510328889434,FALSE,334105,0.434256848910843,"2026-07-03"
"Peaceful Dove","Geopelia placida","u30c","Geopelia placida placida",TRUE,FALSE,NA,"Sedentary","local dispersal","Granivore","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","south_west",1559,173,TRUE,0.318684123031485,0.38372923754257,48,"17 Feb",0,FALSE,NA,NA,NA,NA,FALSE,0.2357537753651,0.0803113781261116,FALSE,334105,0.434256848910843,"2026-07-03"
"White-headed Pigeon","Columba leucomela","u28","Columba leucomela",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Omnivore","Herbivore","Insessorial","understory",3,"LC","not listed","not listed","statewide",324809,7793,TRUE,0.641687694510401,1.02635031116497,170,"19 Jun",1,TRUE,58,242,"27 Feb","30 Aug",FALSE,0.0380510935676385,0.145963827010039,FALSE,334105,0.561442949145192,"2026-07-03"
"White-headed Pigeon","Columba leucomela","u28","Columba leucomela",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Omnivore","Herbivore","Insessorial","understory",3,"LC","not listed","not listed","central_west",3970,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.561442949145192,"2026-07-03"
"White-headed Pigeon","Columba leucomela","u28","Columba leucomela",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Omnivore","Herbivore","Insessorial","understory",3,"LC","not listed","not listed","new_england",3781,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00527785807277743,0.219888076324398,FALSE,334105,0.561442949145192,"2026-07-03"
"White-headed Pigeon","Columba leucomela","u28","Columba leucomela",TRUE,FALSE,NA,"Sedentary","local dispersal;nomadic","Omnivore","Herbivore","Insessorial","understory",3,"LC","not listed","not listed","south_west",1545,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.561442949145192,"2026-07-03"
"Pacific Heron","Ardea pacifica","u189","Ardea pacifica",TRUE,FALSE,NA,"Partial migrant","nomadic;irruptive","Omnivore","Carnivore","Terrestrial","around-water",2,"LC","not listed","not listed","statewide",324812,12183,TRUE,0.328894387376687,0.398828758534016,47,"16 Feb",0,FALSE,NA,NA,NA,NA,FALSE,0.455664550317171,0.079171369903666,FALSE,334105,0.37336290179831,"2026-07-03"
"Pacific Heron","Ardea pacifica","u189","Ardea pacifica",TRUE,FALSE,NA,"Partial migrant","nomadic;irruptive","Omnivore","Carnivore","Terrestrial","around-water",2,"LC","not listed","not listed","central_west",3968,118,TRUE,0.329355285453199,0.399515768755377,46,"15 Feb",0,FALSE,NA,NA,NA,NA,FALSE,0.142110240438728,0.0669950344358957,FALSE,334105,0.37336290179831,"2026-07-03"
"Pacific Heron","Ardea pacifica","u189","Ardea pacifica",TRUE,FALSE,NA,"Partial migrant","nomadic;irruptive","Omnivore","Carnivore","Terrestrial","around-water",2,"LC","not listed","not listed","new_england",3779,306,TRUE,0.500319902630188,0.693787190583051,310,"06 Nov",0.503,FALSE,NA,NA,NA,NA,FALSE,0.266366020919498,0.0884763004869992,FALSE,334105,0.37336290179831,"2026-07-03"
"Pacific Heron","Ardea pacifica","u189","Ardea pacifica",TRUE,FALSE,NA,"Partial migrant","nomadic;irruptive","Omnivore","Carnivore","Terrestrial","around-water",2,"LC","not listed","not listed","south_west",1546,145,TRUE,0.888597130782164,2.19460219582569,44,"13 Feb",1,TRUE,338,113,"04 Dec","23 Apr",TRUE,1.00724686268,0.0780247710823577,FALSE,334105,0.37336290179831,"2026-07-03"
"Little Egret","Egretta garzetta","u185b","Egretta garzetta immaculata",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant;irruptive","Aquatic predator","Carnivore","Terrestrial","around-water",5,"LC","not listed","not listed","statewide",324797,9002,TRUE,0.244189441707103,0.279964518472742,71,"12 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.00421070061443616,0.121456742142649,FALSE,334105,0.490766373305329,"2026-07-03"
"Little Egret","Egretta garzetta","u185b","Egretta garzetta immaculata",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant;irruptive","Aquatic predator","Carnivore","Terrestrial","around-water",5,"LC","not listed","not listed","central_west",3972,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.490766373305329,"2026-07-03"
"Little Egret","Egretta garzetta","u185b","Egretta garzetta immaculata",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant;irruptive","Aquatic predator","Carnivore","Terrestrial","around-water",5,"LC","not listed","not listed","new_england",3782,9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.490766373305329,"2026-07-03"
"Little Egret","Egretta garzetta","u185b","Egretta garzetta immaculata",TRUE,FALSE,NA,"Partial migrant","local dispersal;partial migrant;irruptive","Aquatic predator","Carnivore","Terrestrial","around-water",5,"LC","not listed","not listed","south_west",1554,7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00349750588055844,0.117167239019697,FALSE,334105,0.490766373305329,"2026-07-03"
"Spiny-cheeked Honeyeater","Acanthagenys rufogularis","u640","Acanthagenys rufogularis",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Omnivore","Omnivore","Insessorial","mid-high",7,"LC","not listed","not listed","statewide",324807,13805,TRUE,0.345565209481441,0.423983331111401,164,"13 Jun",0,FALSE,NA,NA,NA,NA,FALSE,1.48339453142111,0.0731607397148153,FALSE,334105,0.726257492402099,"2026-07-03"
"Spiny-cheeked Honeyeater","Acanthagenys rufogularis","u640","Acanthagenys rufogularis",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Omnivore","Omnivore","Insessorial","mid-high",7,"LC","not listed","not listed","central_west",3971,465,TRUE,0.392251292597549,0.497993792645506,167,"16 Jun",0.002,FALSE,NA,NA,NA,NA,FALSE,0.76546124320426,0.0596029230842643,FALSE,334105,0.726257492402099,"2026-07-03"
"Spiny-cheeked Honeyeater","Acanthagenys rufogularis","u640","Acanthagenys rufogularis",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Omnivore","Omnivore","Insessorial","mid-high",7,"LC","not listed","not listed","new_england",3778,211,TRUE,0.346020719388476,0.424679609048927,165,"14 Jun",0,FALSE,NA,NA,NA,NA,FALSE,0.0191926805434909,0.190313374068759,FALSE,334105,0.726257492402099,"2026-07-03"
"Spiny-cheeked Honeyeater","Acanthagenys rufogularis","u640","Acanthagenys rufogularis",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Omnivore","Omnivore","Insessorial","mid-high",7,"LC","not listed","not listed","south_west",1549,227,TRUE,0.345368169245908,0.423682291830712,163,"12 Jun",0,FALSE,NA,NA,NA,NA,FALSE,1.77742723279887,0.0673611527535073,FALSE,334105,0.726257492402099,"2026-07-03"
"White-breasted Woodswallow","Artamus leucorynchus","u543","Artamus leucorynchus leucopygialis",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","aerial",6,"LC","not listed","not listed","statewide",324810,10901,TRUE,0.892822933015747,2.23327298061686,80,"21 Mar",1,TRUE,255,121,"12 Sep","01 May",TRUE,0.920866033265726,0.116579717775295,FALSE,334103,0.433031153415473,"2026-07-03"
"White-breasted Woodswallow","Artamus leucorynchus","u543","Artamus leucorynchus leucopygialis",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","aerial",6,"LC","not listed","not listed","central_west",3969,68,TRUE,0.892751448658616,2.23260622857168,79,"20 Mar",1,TRUE,255,121,"12 Sep","01 May",TRUE,0.0641280198528986,0.0999699023336246,FALSE,334103,0.433031153415473,"2026-07-03"
"White-breasted Woodswallow","Artamus leucorynchus","u543","Artamus leucorynchus leucopygialis",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","aerial",6,"LC","not listed","not listed","new_england",3780,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334103,0.433031153415473,"2026-07-03"
"White-breasted Woodswallow","Artamus leucorynchus","u543","Artamus leucorynchus leucopygialis",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Invertivore","Carnivore","Aerial","aerial",6,"LC","not listed","not listed","south_west",1544,79,TRUE,0.892029261781606,2.22589503099173,79,"20 Mar",1,TRUE,255,121,"12 Sep","01 May",TRUE,0.550040400546851,0.121858226011131,FALSE,334103,0.433031153415473,"2026-07-03"
"White-eared Honeyeater","Nesoptilotis leucotis","u617b;u617e","Nesoptilotis leucotis leucotis;Nesoptilotis leucotis depauperata",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal;partial migrant","Invertivore","Omnivore","Insessorial","understory",3,"LC","not listed","not listed","statewide",324797,16541,TRUE,0.693020040177367,1.18097281097631,128,"08 May",1,TRUE,71,239,"12 Mar","27 Aug",FALSE,0.282044721838407,0.116946196497956,FALSE,334105,0.577374709856484,"2026-07-03"
"White-eared Honeyeater","Nesoptilotis leucotis","u617b;u617e","Nesoptilotis leucotis leucotis;Nesoptilotis leucotis depauperata",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal;partial migrant","Invertivore","Omnivore","Insessorial","understory",3,"LC","not listed","not listed","central_west",3969,425,TRUE,0.692856595119411,1.18044052358518,127,"07 May",1,TRUE,71,239,"12 Mar","27 Aug",FALSE,0.360975082271536,0.0753010911574073,FALSE,334105,0.577374709856484,"2026-07-03"
"White-eared Honeyeater","Nesoptilotis leucotis","u617b;u617e","Nesoptilotis leucotis leucotis;Nesoptilotis leucotis depauperata",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal;partial migrant","Invertivore","Omnivore","Insessorial","understory",3,"LC","not listed","not listed","new_england",3782,244,TRUE,0.692878616609224,1.18051222390154,128,"08 May",1,TRUE,71,239,"12 Mar","27 Aug",FALSE,0.453034741485527,0.0722680923788657,FALSE,334105,0.577374709856484,"2026-07-03"
"White-eared Honeyeater","Nesoptilotis leucotis","u617b;u617e","Nesoptilotis leucotis leucotis;Nesoptilotis leucotis depauperata",TRUE,TRUE,"multiple_nsw_subspecies","Sedentary","local dispersal;partial migrant","Invertivore","Omnivore","Insessorial","understory",3,"LC","not listed","not listed","south_west",1557,30,TRUE,0.692951626979708,1.18074997696595,129,"09 May",1,TRUE,71,239,"12 Mar","27 Aug",FALSE,0.206433791517505,0.0846324709426606,FALSE,334105,0.577374709856484,"2026-07-03"
"White-naped Honeyeater","Melithreptus lunatus","u578","Melithreptus lunatus",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Invertivore","Carnivore","Insessorial","canopy",6,"LC","not listed","not listed","statewide",324803,13478,TRUE,0.860351470319331,1.96862651524882,138,"18 May",1,TRUE,97,257,"07 Apr","14 Sep",FALSE,0.682082535365296,0.0744310144881459,FALSE,334100,0.497666944967212,"2026-07-03"
