"common_name","scientific_name","wlab_taxon_id","wlab_scientificname","risk_assessed","wlab_review","wlab_review_reason","migration","garnett_movement","feeding_guild","trophic_level","primary_lifestyle","foraging_stratum","habitat_breadth","iucn_status","epbc_status","nsw_status","rez","n_checklists_rez","n_positive_rez","sufficient","seasonality_index","amplitude_link","peak_doy","peak_date","prob_seasonal","is_seasonal","window_start_doy","window_end_doy","window_start_date","window_end_date","window_wraps","mean_abund","se_abund","range_masked_in_rez","n_train_total","dev_expl","run_date"
"Pacific Emerald Dove","Chalcophaps longirostris","u33a","Chalcophaps longirostris rogersi",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Generalist",NA,2,"LC","not listed","not listed","central_west",3971,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.610477100548958,"2026-07-03"
"Pacific Emerald Dove","Chalcophaps longirostris","u33a","Chalcophaps longirostris rogersi",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Generalist",NA,2,"LC","not listed","not listed","new_england",3780,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00126667337484349,0.386278892760896,FALSE,334105,0.610477100548958,"2026-07-03"
"Pacific Emerald Dove","Chalcophaps longirostris","u33a","Chalcophaps longirostris rogersi",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Generalist",NA,2,"LC","not listed","not listed","south_west",1553,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.610477100548958,"2026-07-03"
"Inland Thornbill","Acanthiza apicalis","u476a","Acanthiza apicalis albiventris",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","ground",4,"LC","not listed","not listed","statewide",324809,3013,TRUE,0.200295429030101,0.223512905804808,158,"07 Jun",0,FALSE,NA,NA,NA,NA,FALSE,0.166558200426726,0.128992369920458,FALSE,334105,0.716933556168934,"2026-07-03"
"Inland Thornbill","Acanthiza apicalis","u476a","Acanthiza apicalis albiventris",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","ground",4,"LC","not listed","not listed","central_west",3968,190,TRUE,0.200665630198235,0.223975935397533,157,"06 Jun",0,FALSE,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.716933556168934,"2026-07-03"
"Inland Thornbill","Acanthiza apicalis","u476a","Acanthiza apicalis albiventris",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","ground",4,"LC","not listed","not listed","new_england",3779,5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.716933556168934,"2026-07-03"
"Inland Thornbill","Acanthiza apicalis","u476a","Acanthiza apicalis albiventris",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","ground",4,"LC","not listed","not listed","south_west",1549,8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.145218128809254,0.119196914349724,FALSE,334105,0.716933556168934,"2026-07-03"
"Blue-billed Duck","Oxyura australis","u216","Oxyura australis",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic;irruptive","Herbivore aquatic","Omnivore","Aquatic","below-water",1,"LC","not listed","VU","statewide",324810,1924,TRUE,0.320537335883014,0.386452993012399,19,"19 Jan",0.001,FALSE,NA,NA,NA,NA,FALSE,0.0155601299724062,0.172834187901205,FALSE,334103,0.650274360664512,"2026-07-03"
"Blue-billed Duck","Oxyura australis","u216","Oxyura australis",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic;irruptive","Herbivore aquatic","Omnivore","Aquatic","below-water",1,"LC","not listed","VU","central_west",3969,7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334103,0.650274360664512,"2026-07-03"
"Blue-billed Duck","Oxyura australis","u216","Oxyura australis",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic;irruptive","Herbivore aquatic","Omnivore","Aquatic","below-water",1,"LC","not listed","VU","new_england",3775,168,TRUE,0.670456608479815,1.11004724472594,202,"21 Jul",0.903,FALSE,NA,NA,NA,NA,FALSE,0.045549687725196,0.172554928958894,FALSE,334103,0.650274360664512,"2026-07-03"
"Blue-billed Duck","Oxyura australis","u216","Oxyura australis",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic;irruptive","Herbivore aquatic","Omnivore","Aquatic","below-water",1,"LC","not listed","VU","south_west",1549,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0100304855292876,0.160649186482778,FALSE,334103,0.650274360664512,"2026-07-03"
"Glossy Black-Cockatoo","Calyptorhynchus lathami","u265c","Calyptorhynchus lathami lathami",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Granivore","Herbivore","Insessorial","mid-high",2,"VU","EN","VU","statewide",324814,1862,TRUE,0.00040158062646678,0.000401661281560273,303,"30 Oct",0,FALSE,NA,NA,NA,NA,FALSE,0.0217946503462855,0.185005932688479,FALSE,334105,0.35442340573085,"2026-07-03"
"Glossy Black-Cockatoo","Calyptorhynchus lathami","u265c","Calyptorhynchus lathami lathami",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Granivore","Herbivore","Insessorial","mid-high",2,"VU","EN","VU","central_west",3972,43,TRUE,0.00274768002350034,0.00275146182529884,70,"11 Mar",0,FALSE,NA,NA,NA,NA,FALSE,0.021425489615685,0.167667974131838,FALSE,334105,0.35442340573085,"2026-07-03"
"Glossy Black-Cockatoo","Calyptorhynchus lathami","u265c","Calyptorhynchus lathami lathami",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Granivore","Herbivore","Insessorial","mid-high",2,"VU","EN","VU","new_england",3779,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0159006328273883,0.20941299550937,FALSE,334105,0.35442340573085,"2026-07-03"
"Glossy Black-Cockatoo","Calyptorhynchus lathami","u265c","Calyptorhynchus lathami lathami",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Granivore","Herbivore","Insessorial","mid-high",2,"VU","EN","VU","south_west",1540,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.35442340573085,"2026-07-03"
"Mangrove Gerygone","Gerygone levigaster","u460a","Gerygone levigaster cantator",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","canopy",3,"LC","not listed","not listed","statewide",324797,3728,TRUE,0.251620149679787,0.289844608621545,315,"11 Nov",0,FALSE,NA,NA,NA,NA,FALSE,0.000322296994744191,1.79386916170893,FALSE,334105,0.772815974473305,"2026-07-03"
"Mangrove Gerygone","Gerygone levigaster","u460a","Gerygone levigaster cantator",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","canopy",3,"LC","not listed","not listed","central_west",3968,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.772815974473305,"2026-07-03"
"Mangrove Gerygone","Gerygone levigaster","u460a","Gerygone levigaster cantator",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","canopy",3,"LC","not listed","not listed","new_england",3778,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,4.73349344582503e-12,8.16742735705544,FALSE,334105,0.772815974473305,"2026-07-03"
"Mangrove Gerygone","Gerygone levigaster","u460a","Gerygone levigaster cantator",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","canopy",3,"LC","not listed","not listed","south_west",1562,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.772815974473305,"2026-07-03"
"Gray-tailed Tattler","Tringa brevipes","u155","Tringa brevipes",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial",NA,6,"LC","not listed","not listed","statewide",324727,1102,TRUE,0.883485899926344,2.14974298262484,31,"31 Jan",1,TRUE,296,107,"23 Oct","17 Apr",TRUE,0.000622264679050786,0.71610108301952,FALSE,334036,0.87976330974243,"2026-07-03"
"Gray-tailed Tattler","Tringa brevipes","u155","Tringa brevipes",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial",NA,6,"LC","not listed","not listed","central_west",3969,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334036,0.87976330974243,"2026-07-03"
"Gray-tailed Tattler","Tringa brevipes","u155","Tringa brevipes",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial",NA,6,"LC","not listed","not listed","new_england",3782,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334036,0.87976330974243,"2026-07-03"
"Gray-tailed Tattler","Tringa brevipes","u155","Tringa brevipes",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial",NA,6,"LC","not listed","not listed","south_west",1558,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334036,0.87976330974243,"2026-07-03"
"Southern Whiteface","Aphelocephala leucopsis","u466b","Aphelocephala leucopsis leucopsis",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",3,"VU","not listed","not listed","statewide",324805,3526,TRUE,0.104755229201742,0.110658111172586,125,"05 May",0,FALSE,NA,NA,NA,NA,FALSE,0.368081177574916,0.126346964803633,FALSE,334105,0.681328640212527,"2026-07-03"
"Southern Whiteface","Aphelocephala leucopsis","u466b","Aphelocephala leucopsis leucopsis",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",3,"VU","not listed","not listed","central_west",3974,16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0309007019440152,0.101858711534142,FALSE,334105,0.681328640212527,"2026-07-03"
"Southern Whiteface","Aphelocephala leucopsis","u466b","Aphelocephala leucopsis leucopsis",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",3,"VU","not listed","not listed","new_england",3782,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00176659909726074,0.233207344914658,FALSE,334105,0.681328640212527,"2026-07-03"
"Southern Whiteface","Aphelocephala leucopsis","u466b","Aphelocephala leucopsis leucopsis",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",3,"VU","not listed","not listed","south_west",1544,112,TRUE,0.104051490393714,0.109872334615766,132,"12 May",0,FALSE,NA,NA,NA,NA,FALSE,0.541677835879244,0.111844920914807,FALSE,334105,0.681328640212527,"2026-07-03"
"Chestnut-breasted Munia","Lonchura castaneothorax","u657","Lonchura castaneothorax castaneothorax",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Granivore","Herbivore","Generalist","ground",5,"LC","not listed","not listed","statewide",324802,3902,TRUE,0.480495674715803,0.654880142617656,156,"05 Jun",0.28,FALSE,NA,NA,NA,NA,FALSE,0.0335344070280114,0.188009951796946,FALSE,334104,0.664712786041805,"2026-07-03"
"Chestnut-breasted Munia","Lonchura castaneothorax","u657","Lonchura castaneothorax castaneothorax",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Granivore","Herbivore","Generalist","ground",5,"LC","not listed","not listed","central_west",3967,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0161553392538933,0.152122419826978,FALSE,334104,0.664712786041805,"2026-07-03"
"Chestnut-breasted Munia","Lonchura castaneothorax","u657","Lonchura castaneothorax castaneothorax",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Granivore","Herbivore","Generalist","ground",5,"LC","not listed","not listed","new_england",3781,48,TRUE,0.48168756480235,0.657177061796359,159,"08 Jun",0.296,FALSE,NA,NA,NA,NA,FALSE,0.0144228608343111,0.337807456476379,FALSE,334104,0.664712786041805,"2026-07-03"
"Chestnut-breasted Munia","Lonchura castaneothorax","u657","Lonchura castaneothorax castaneothorax",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Granivore","Herbivore","Generalist","ground",5,"LC","not listed","not listed","south_west",1554,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334104,0.664712786041805,"2026-07-03"
"Wedge-tailed Shearwater","Ardenna pacifica","u69b","Ardenna pacifica pacifica",TRUE,FALSE,NA,"Migratory","local dispersal;partial migrant","Aquatic predator","Carnivore","Generalist","pelagic",4,"LC","not listed","not listed","statewide",324767,806,TRUE,0.999551369809108,7.70931163789303,53,"22 Feb",1,TRUE,16,86,"16 Jan","27 Mar",FALSE,0.00425720300023146,0.292663557606325,FALSE,334072,0.872491647917808,"2026-07-03"
"Wedge-tailed Shearwater","Ardenna pacifica","u69b","Ardenna pacifica pacifica",TRUE,FALSE,NA,"Migratory","local dispersal;partial migrant","Aquatic predator","Carnivore","Generalist","pelagic",4,"LC","not listed","not listed","central_west",3971,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334072,0.872491647917808,"2026-07-03"
"Wedge-tailed Shearwater","Ardenna pacifica","u69b","Ardenna pacifica pacifica",TRUE,FALSE,NA,"Migratory","local dispersal;partial migrant","Aquatic predator","Carnivore","Generalist","pelagic",4,"LC","not listed","not listed","new_england",3782,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334072,0.872491647917808,"2026-07-03"
"Wedge-tailed Shearwater","Ardenna pacifica","u69b","Ardenna pacifica pacifica",TRUE,FALSE,NA,"Migratory","local dispersal;partial migrant","Aquatic predator","Carnivore","Generalist","pelagic",4,"LC","not listed","not listed","south_west",1552,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334072,0.872491647917808,"2026-07-03"
"Little Shrikethrush","Colluricincla megarhyncha","u413f","Colluricincla megarhyncha rufogaster",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","understory",3,"LC","not listed","not listed","statewide",324809,4001,TRUE,0.0118708723695197,0.0119418937919775,243,"31 Aug",0,FALSE,NA,NA,NA,NA,FALSE,0.00245385478680437,0.237294667560395,FALSE,334105,0.674929248178373,"2026-07-03"
"Little Shrikethrush","Colluricincla megarhyncha","u413f","Colluricincla megarhyncha rufogaster",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","understory",3,"LC","not listed","not listed","central_west",3967,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.674929248178373,"2026-07-03"
"Little Shrikethrush","Colluricincla megarhyncha","u413f","Colluricincla megarhyncha rufogaster",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","understory",3,"LC","not listed","not listed","new_england",3779,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.000176225073392883,0.616649433142609,FALSE,334105,0.674929248178373,"2026-07-03"
"Little Shrikethrush","Colluricincla megarhyncha","u413f","Colluricincla megarhyncha rufogaster",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","understory",3,"LC","not listed","not listed","south_west",1550,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.674929248178373,"2026-07-03"
"Red-browed Treecreeper","Climacteris erythrops","u560","Climacteris erythrops",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","mid-high",5,"LC","not listed","not listed","statewide",324813,2203,TRUE,0.126643554162923,0.135411506546345,115,"25 Apr",0,FALSE,NA,NA,NA,NA,FALSE,0.0150636021755853,0.159473209515967,FALSE,334105,0.618019301131375,"2026-07-03"
"Red-browed Treecreeper","Climacteris erythrops","u560","Climacteris erythrops",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","mid-high",5,"LC","not listed","not listed","central_west",3968,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00306562771167067,0.184038884017806,FALSE,334105,0.618019301131375,"2026-07-03"
"Red-browed Treecreeper","Climacteris erythrops","u560","Climacteris erythrops",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","mid-high",5,"LC","not listed","not listed","new_england",3780,48,TRUE,0.127991033022483,0.136955571894932,117,"27 Apr",0,FALSE,NA,NA,NA,NA,FALSE,0.0669860646522547,0.159590813971755,FALSE,334105,0.618019301131375,"2026-07-03"
"Red-browed Treecreeper","Climacteris erythrops","u560","Climacteris erythrops",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","mid-high",5,"LC","not listed","not listed","south_west",1544,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.618019301131375,"2026-07-03"
"Brown Songlark","Cincloramphus cruralis","u508","Cincloramphus cruralis",TRUE,FALSE,NA,"Migratory","total migrant","Invertivore","Carnivore","Terrestrial","ground",2,"LC","not listed","not listed","statewide",324803,2123,TRUE,0.936852331908444,2.76227935736695,324,"20 Nov",1,TRUE,245,30,"02 Sep","30 Jan",TRUE,0.571493171346322,0.122288578447843,FALSE,334105,0.618339702010859,"2026-07-03"
"Brown Songlark","Cincloramphus cruralis","u508","Cincloramphus cruralis",TRUE,FALSE,NA,"Migratory","total migrant","Invertivore","Carnivore","Terrestrial","ground",2,"LC","not listed","not listed","central_west",3967,33,TRUE,0.93697630998873,2.76424459134798,313,"09 Nov",1,TRUE,245,30,"02 Sep","30 Jan",TRUE,0.124471731773314,0.110928636749879,FALSE,334105,0.618339702010859,"2026-07-03"
"Brown Songlark","Cincloramphus cruralis","u508","Cincloramphus cruralis",TRUE,FALSE,NA,"Migratory","total migrant","Invertivore","Carnivore","Terrestrial","ground",2,"LC","not listed","not listed","new_england",3777,38,TRUE,0.937030739935022,2.76510860714639,314,"10 Nov",1,TRUE,245,30,"02 Sep","30 Jan",TRUE,0.0328062477575365,0.135539017604168,FALSE,334105,0.618339702010859,"2026-07-03"
"Brown Songlark","Cincloramphus cruralis","u508","Cincloramphus cruralis",TRUE,FALSE,NA,"Migratory","total migrant","Invertivore","Carnivore","Terrestrial","ground",2,"LC","not listed","not listed","south_west",1558,95,TRUE,0.936763651986277,2.76087601635195,312,"08 Nov",1,TRUE,245,30,"02 Sep","30 Jan",TRUE,1.20905260989675,0.112583141147824,FALSE,334105,0.618339702010859,"2026-07-03"
"Little Eagle","Hieraaetus morphnoides","u225","Hieraaetus morphnoides",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Vertivore","Carnivore","Generalist","ground",4,"LC","not listed","VU","statewide",324808,2475,TRUE,0.191531248705972,0.212613250935751,310,"06 Nov",0,FALSE,NA,NA,NA,NA,FALSE,0.0229443413628114,0.0887446802314222,FALSE,334105,0.197851246861837,"2026-07-03"
"Little Eagle","Hieraaetus morphnoides","u225","Hieraaetus morphnoides",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Vertivore","Carnivore","Generalist","ground",4,"LC","not listed","VU","central_west",3967,64,TRUE,0.19233250117655,0.213604816512192,312,"08 Nov",0,FALSE,NA,NA,NA,NA,FALSE,0.0225602405945504,0.0670769714784606,FALSE,334105,0.197851246861837,"2026-07-03"
"Little Eagle","Hieraaetus morphnoides","u225","Hieraaetus morphnoides",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Vertivore","Carnivore","Generalist","ground",4,"LC","not listed","VU","new_england",3781,87,TRUE,0.191603852696657,0.212703059293638,313,"09 Nov",0,FALSE,NA,NA,NA,NA,FALSE,0.0181307884231996,0.083568986060333,FALSE,334105,0.197851246861837,"2026-07-03"
"Little Eagle","Hieraaetus morphnoides","u225","Hieraaetus morphnoides",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Vertivore","Carnivore","Generalist","ground",4,"LC","not listed","VU","south_west",1549,23,TRUE,0.191112661164365,0.212095631404088,324,"20 Nov",0,FALSE,NA,NA,NA,NA,FALSE,0.0348639803073735,0.0883975848001481,FALSE,334105,0.197851246861837,"2026-07-03"
"Pallid Cuckoo","Heteroscenes pallidus","u337","Heteroscenes pallidus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","mid-high",5,"LC","not listed","not listed","statewide",324805,2676,TRUE,0.947286117305013,2.9428764293787,287,"14 Oct",1,TRUE,225,349,"13 Aug","15 Dec",FALSE,0.0863630606441478,0.129497088936645,FALSE,334105,0.373762049269118,"2026-07-03"
"Pallid Cuckoo","Heteroscenes pallidus","u337","Heteroscenes pallidus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","mid-high",5,"LC","not listed","not listed","central_west",3962,64,TRUE,0.947227835983712,2.94177142394815,287,"14 Oct",1,TRUE,226,349,"14 Aug","15 Dec",FALSE,0.0728299262651379,0.107081244566794,FALSE,334105,0.373762049269118,"2026-07-03"
"Pallid Cuckoo","Heteroscenes pallidus","u337","Heteroscenes pallidus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","mid-high",5,"LC","not listed","not listed","new_england",3780,57,TRUE,0.947212866457649,2.94148780087544,287,"14 Oct",1,TRUE,225,349,"13 Aug","15 Dec",FALSE,0.0646436011476221,0.0944683119099753,FALSE,334105,0.373762049269118,"2026-07-03"
"Pallid Cuckoo","Heteroscenes pallidus","u337","Heteroscenes pallidus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Insessorial","mid-high",5,"LC","not listed","not listed","south_west",1558,24,TRUE,0.857408765988717,1.94777324546311,269,"26 Sep",1,TRUE,194,327,"13 Jul","23 Nov",FALSE,0.105715494503299,0.135207736509149,FALSE,334105,0.373762049269118,"2026-07-03"
"Pacific Reef-Heron","Egretta sacra","u191","Egretta sacra sacra",TRUE,FALSE,NA,"Partial migrant","local dispersal","Aquatic predator","Carnivore","Terrestrial","pelagic",4,"LC","not listed","not listed","statewide",324806,1188,TRUE,0.170190888310083,0.186559590558073,142,"22 May",0,FALSE,NA,NA,NA,NA,FALSE,0.000146546643384277,0.220979465114923,FALSE,334105,0.482340117088226,"2026-07-03"
"Pacific Reef-Heron","Egretta sacra","u191","Egretta sacra sacra",TRUE,FALSE,NA,"Partial migrant","local dispersal","Aquatic predator","Carnivore","Terrestrial","pelagic",4,"LC","not listed","not listed","central_west",3967,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.482340117088226,"2026-07-03"
"Pacific Reef-Heron","Egretta sacra","u191","Egretta sacra sacra",TRUE,FALSE,NA,"Partial migrant","local dispersal","Aquatic predator","Carnivore","Terrestrial","pelagic",4,"LC","not listed","not listed","new_england",3781,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.482340117088226,"2026-07-03"
"Pacific Reef-Heron","Egretta sacra","u191","Egretta sacra sacra",TRUE,FALSE,NA,"Partial migrant","local dispersal","Aquatic predator","Carnivore","Terrestrial","pelagic",4,"LC","not listed","not listed","south_west",1551,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.482340117088226,"2026-07-03"
"Rose-crowned Fruit-Dove","Ptilinopus regina","u21b","Ptilinopus regina regina",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Frugivore","Herbivore","Insessorial","canopy",4,"LC","not listed","VU","statewide",324806,2058,TRUE,0.910790111673365,2.41676338986045,365,"31 Dec",1,TRUE,305,77,"01 Nov","18 Mar",TRUE,0.010080494094903,0.199338269953511,FALSE,334105,0.701926211754526,"2026-07-03"
"Rose-crowned Fruit-Dove","Ptilinopus regina","u21b","Ptilinopus regina regina",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Frugivore","Herbivore","Insessorial","canopy",4,"LC","not listed","VU","central_west",3967,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.701926211754526,"2026-07-03"
"Rose-crowned Fruit-Dove","Ptilinopus regina","u21b","Ptilinopus regina regina",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Frugivore","Herbivore","Insessorial","canopy",4,"LC","not listed","VU","new_england",3778,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00133643310668448,0.379493507560949,FALSE,334105,0.701926211754526,"2026-07-03"
"Rose-crowned Fruit-Dove","Ptilinopus regina","u21b","Ptilinopus regina regina",TRUE,FALSE,NA,"Sedentary","local dispersal;partial migrant","Frugivore","Herbivore","Insessorial","canopy",4,"LC","not listed","VU","south_west",1554,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.701926211754526,"2026-07-03"
"Glossy Ibis","Plegadis falcinellus","u178","Plegadis falcinellus",TRUE,FALSE,NA,"Partial migrant","nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",4,"LC","not listed","not listed","statewide",324800,2340,TRUE,0.871958649281878,2.05540201474741,350,"16 Dec",1,TRUE,267,52,"24 Sep","21 Feb",TRUE,1.09810826106705,0.215087418450592,FALSE,334102,0.607876610435842,"2026-07-03"
"Glossy Ibis","Plegadis falcinellus","u178","Plegadis falcinellus",TRUE,FALSE,NA,"Partial migrant","nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",4,"LC","not listed","not listed","central_west",3969,16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0480495411599772,0.187815063573161,FALSE,334102,0.607876610435842,"2026-07-03"
"Glossy Ibis","Plegadis falcinellus","u178","Plegadis falcinellus",TRUE,FALSE,NA,"Partial migrant","nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",4,"LC","not listed","not listed","new_england",3781,41,TRUE,0.87256779636409,2.06017079199442,353,"19 Dec",1,TRUE,267,52,"24 Sep","21 Feb",TRUE,0.0229425147007665,0.252621933564729,FALSE,334102,0.607876610435842,"2026-07-03"
"Glossy Ibis","Plegadis falcinellus","u178","Plegadis falcinellus",TRUE,FALSE,NA,"Partial migrant","nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",4,"LC","not listed","not listed","south_west",1552,11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.972754118695989,0.19391845076502,FALSE,334102,0.607876610435842,"2026-07-03"
"White-fronted Chat","Epthianura albifrons","u448","Epthianura albifrons",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Generalist","ground",6,"LC","not listed","VU","statewide",324807,2502,TRUE,0.242674382660716,0.277961976233531,96,"06 Apr",0,FALSE,NA,NA,NA,NA,FALSE,0.352873693173121,0.200367936610427,FALSE,334105,0.718510518916548,"2026-07-03"
"White-fronted Chat","Epthianura albifrons","u448","Epthianura albifrons",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Generalist","ground",6,"LC","not listed","VU","central_west",3969,11,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.0147624886352585,0.197849699417395,FALSE,334105,0.718510518916548,"2026-07-03"
